5.59563, -.2, 1.045
5.59563, -.2, 1.04
5.59563, -.2, 1.035
5.59563, -.2, 1.03
5.59563, -.2, 1.025
5.59563, -.2, 1.0099999999999998
5.58564, -.2, 1.0099999999999998
5.58564, -.2, 1.0099999999999998
5.58564, -.2, 0.9899999999999998
5.58564, -.2, 0.96
5.58564, -.2, 0.9299999999999997
5.5756499999999996, -.2, 0.8699999999999997
5.565660000000001, -.2, 0.7999999999999998
5.555670000000001, -.2, 0.71
5.545680000000001, -.2, 0.5999999999999996
5.535690000000001, -.2, 0.46999999999999975
5.51571, -.2, 0.31999999999999984
5.50572, -.2, 0.13999999999999968
5.48574, -.2, -0.06000000000000005
5.455770000000001, -.2, -0.28000000000000025
5.435790000000001, -.2, -0.5300000000000002
5.4158100000000005, -.2, -0.81
5.38584, -.2, -1.1100000000000003
5.3558699999999995, -.2, -1.4300000000000006
5.315910000000001, -.2, -1.7800000000000002
5.28594, -.2, -2.1500000000000004
5.25597, -.2, -2.55
5.216010000000001, -.2, -2.9699999999999998
5.18604, -.2, -3.4000000000000004
5.14608, -.2, -3.8600000000000003
5.106120000000001, -.2, -4.34
5.07615, -.2, -4.8100000000000005
5.04618, -.2, -5.28
5.01621, -.2, -5.72
5.006220000000001, -.2, -6.11
4.996230000000001, -.2, -6.4799999999999995
4.9862400000000004, -.2, -6.7700000000000005
4.996230000000001, -.2, -7.04
5.006220000000001, -.2, -7.260000000000001
5.0262, -.2, -7.420000000000001
5.03619, -.2, -7.53
4.9862400000000004, -.2, -7.47
4.91631, -.2, -7.38
4.8264, -.2, -7.3
4.71651, -.2, -7.22
4.61661, -.2, -7.160000000000001
4.50672, -.2, -7.11
4.39683, -.2, -7.080000000000001
4.29693, -.2, -7.05
4.19703, -.2, -7.03
4.10712, -.2, -7.0200000000000005
4.027200000000001, -.2, -7.010000000000001
3.9572700000000003, -.2, -7.000000000000001
3.89733, -.2, -7.000000000000001
3.8473800000000002, -.2, -7.000000000000001
3.81741, -.2, -7.000000000000001
3.7974300000000003, -.2, -6.989999999999999
3.7974300000000003, -.2, -6.989999999999999
3.79, -.2, -6.989999999999999
